"Story","Title","Result","Date","Stability","Duration (s)"
"User Management - Search Functionality","Navigate to Admin page","SUCCESS","2025-01-05T06:59:39.157572417Z[Etc/UTC]","0.0","3.04"
"User Management - Search Functionality","Add User","SUCCESS","2025-01-05T06:59:42.280196454Z[Etc/UTC]","0.0","8.8"
"User Management - Search Functionality","navigate to the job page","SUCCESS","2025-01-05T06:59:51.16590912Z[Etc/UTC]","0.0","4.15"
